#proteinId	gotermId	goName	gotermType	goAcc
691403	2378	GTPase activity	molecular_function	GO:0003924
691403	3737	GTP binding	molecular_function	GO:0005525
691419	4283	electron transport	biological_process	GO:0006118
691419	9710	oxidoreductase activity	molecular_function	GO:0016491
691419	23919	FAD binding	molecular_function	GO:0050660
691419	2290	catalytic activity	molecular_function	GO:0003824
691419	2852	D-lactate dehydrogenase (cytochrome) activity	molecular_function	GO:0004458
691425	5830	metabolic process	biological_process	GO:0008152
691425	9710	oxidoreductase activity	molecular_function	GO:0016491
691432	10149	chitosanase activity	molecular_function	GO:0016977
691434	9710	oxidoreductase activity	molecular_function	GO:0016491
691440	5053	response to stress	biological_process	GO:0006950
691440	9321	integral to membrane	cellular_component	GO:0016021
691447	2632	pepsin A activity	molecular_function	GO:0004194
691447	4639	proteolysis	biological_process	GO:0006508
691453	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
691453	4143	carbohydrate metabolic process	biological_process	GO:0005975
691453	6082	beta-glucosidase activity	molecular_function	GO:0008422
691469	2196	transcription factor activity	molecular_function	GO:0003700
691469	3838	nucleus	cellular_component	GO:0005634
691469	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
691469	5939	zinc ion binding	molecular_function	GO:0008270
691480	2976	peroxidase activity	molecular_function	GO:0004601
691480	4283	electron transport	biological_process	GO:0006118
691480	6043	thioredoxin peroxidase activity	molecular_function	GO:0008379
691480	9895	secretory plant peroxidase activity	molecular_function	GO:0016693
691480	12056	bromide peroxidase activity	molecular_function	GO:0019806
691482	9710	oxidoreductase activity	molecular_function	GO:0016491
691482	23919	FAD binding	molecular_function	GO:0050660
691482	2290	catalytic activity	molecular_function	GO:0003824
691482	252	nitrilase activity	molecular_function	GO:0000257
691489	4285	mitochondrial electron transport, NADH to ubiquinone	biological_process	GO:0006120
691489	5816	NADH dehydrogenase (ubiquinone) activity	molecular_function	GO:0008137
691503	2888	monooxygenase activity	molecular_function	GO:0004497
691503	3721	iron ion binding	molecular_function	GO:0005506
691503	4283	electron transport	biological_process	GO:0006118
691503	12251	heme binding	molecular_function	GO:0020037
691504	2983	phosphatidylserine decarboxylase activity	molecular_function	GO:0004609
691504	6286	phospholipid biosynthetic process	biological_process	GO:0008654
691529	9710	oxidoreductase activity	molecular_function	GO:0016491
691529	23919	FAD binding	molecular_function	GO:0050660
691529	2290	catalytic activity	molecular_function	GO:0003824
691535	2888	monooxygenase activity	molecular_function	GO:0004497
691535	3721	iron ion binding	molecular_function	GO:0005506
691535	4283	electron transport	biological_process	GO:0006118
691535	12251	heme binding	molecular_function	GO:0020037
691542	9710	oxidoreductase activity	molecular_function	GO:0016491
691545	3043	protein kinase activity	molecular_function	GO:0004672
691545	3736	ATP binding	molecular_function	GO:0005524
691545	4602	protein amino acid phosphorylation	biological_process	GO:0006468
691545	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
691545	3052	protein kinase CK2 activity	molecular_function	GO:0004682
691565	2888	monooxygenase activity	molecular_function	GO:0004497
691565	3721	iron ion binding	molecular_function	GO:0005506
691565	4283	electron transport	biological_process	GO:0006118
691565	12251	heme binding	molecular_function	GO:0020037
691565	23642	unspecific monooxygenase activity	molecular_function	GO:0050381
691569	2463	adenylosuccinate synthase activity	molecular_function	GO:0004019
691583	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
691583	4143	carbohydrate metabolic process	biological_process	GO:0005975
691583	2944	beta-glucuronidase activity	molecular_function	GO:0004566
691584	3052	protein kinase CK2 activity	molecular_function	GO:0004682
691587	5830	metabolic process	biological_process	GO:0008152
691587	9710	oxidoreductase activity	molecular_function	GO:0016491
691587	14950	sorbose reductase activity	molecular_function	GO:0032115
691644	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
691644	11802	protein metabolic process	biological_process	GO:0019538
691654	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
691654	11802	protein metabolic process	biological_process	GO:0019538
691654	3029	procollagen-proline 4-dioxygenase activity	molecular_function	GO:0004656
691654	9504	procollagen-proline, 2-oxoglutarate-4-dioxygenase complex	cellular_component	GO:0016222
691654	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
691655	2196	transcription factor activity	molecular_function	GO:0003700
691655	3838	nucleus	cellular_component	GO:0005634
691655	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
691655	5939	zinc ion binding	molecular_function	GO:0008270
691656	13461	feruloyl esterase activity	molecular_function	GO:0030600
691657	2196	transcription factor activity	molecular_function	GO:0003700
691657	3838	nucleus	cellular_component	GO:0005634
691657	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
691657	5939	zinc ion binding	molecular_function	GO:0008270
691657	19030	sequence-specific DNA binding	molecular_function	GO:0043565
691663	2888	monooxygenase activity	molecular_function	GO:0004497
691663	3721	iron ion binding	molecular_function	GO:0005506
691663	4283	electron transport	biological_process	GO:0006118
691663	12251	heme binding	molecular_function	GO:0020037
691675	2290	catalytic activity	molecular_function	GO:0003824
691675	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
691675	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
691675	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
691675	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
691675	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
691681	2337	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular_function	GO:0003871
691681	6695	methionine biosynthetic process	biological_process	GO:0009086
691703	2733	tetrahydrofolylpolyglutamate synthase activity	molecular_function	GO:0004326
691707	2888	monooxygenase activity	molecular_function	GO:0004497
691707	3721	iron ion binding	molecular_function	GO:0005506
691707	4283	electron transport	biological_process	GO:0006118
691707	12251	heme binding	molecular_function	GO:0020037
691717	2888	monooxygenase activity	molecular_function	GO:0004497
691717	3721	iron ion binding	molecular_function	GO:0005506
691717	4283	electron transport	biological_process	GO:0006118
691717	12251	heme binding	molecular_function	GO:0020037
691717	10891	fluorene oxygenase activity	molecular_function	GO:0018585
691717	10892	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
691717	10893	limonene 8-monooxygenase activity	molecular_function	GO:0018587
691717	10894	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
691717	10895	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
691717	10896	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
691717	10897	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
691717	10898	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
691717	10899	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
691717	10900	tert-butyl alcohol 2-monooxygenase activity	molecular_function	GO:0018594
691717	10901	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
691717	10902	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
691717	10903	ammonia monooxygenase activity	molecular_function	GO:0018597
691717	10904	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
691717	10905	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
691717	10906	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
691717	19287	spheroidene monooxygenase activity	molecular_function	GO:0043823
691720	5830	metabolic process	biological_process	GO:0008152
691720	5846	methyltransferase activity	molecular_function	GO:0008168
691720	2304	sterol 24-C-methyltransferase activity	molecular_function	GO:0003838
691723	13432	pectate lyase activity	molecular_function	GO:0030570
691731	3043	protein kinase activity	molecular_function	GO:0004672
691731	3736	ATP binding	molecular_function	GO:0005524
691731	4602	protein amino acid phosphorylation	biological_process	GO:0006468
691731	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
691731	3052	protein kinase CK2 activity	molecular_function	GO:0004682
691738	3736	ATP binding	molecular_function	GO:0005524
691738	10082	ATPase activity	molecular_function	GO:0016887
691738	162	nucleotide binding	molecular_function	GO:0000166
691738	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
691738	4927	transport	biological_process	GO:0006810
691738	9321	integral to membrane	cellular_component	GO:0016021
691738	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
691738	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
691738	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
691738	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
691738	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
691738	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
691738	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
691738	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
691738	18132	ATPase activity, coupled	molecular_function	GO:0042623
691738	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
691738	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
691740	5747	chitin binding	molecular_function	GO:0008061
691740	2946	chitinase activity	molecular_function	GO:0004568
691740	6462	endochitinase activity	molecular_function	GO:0008843
691749	2196	transcription factor activity	molecular_function	GO:0003700
691749	3838	nucleus	cellular_component	GO:0005634
691749	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
691749	5939	zinc ion binding	molecular_function	GO:0008270
691750	2290	catalytic activity	molecular_function	GO:0003824
691750	13044	molybdenum ion binding	molecular_function	GO:0030151
691750	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
691751	5830	metabolic process	biological_process	GO:0008152
691751	9710	oxidoreductase activity	molecular_function	GO:0016491
691751	2723	3-oxoacyl-[acyl-carrier-protein] reductase activity	molecular_function	GO:0004316
691769	3782	extracellular region	cellular_component	GO:0005576
691769	6997	pathogenesis	biological_process	GO:0009405
691769	17766	asexual spore wall assembly	biological_process	GO:0042243
691787	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
691787	4143	carbohydrate metabolic process	biological_process	GO:0005975
691787	9455	cellulose 1,4-beta-cellobiosidase activity	molecular_function	GO:0016162
691790	2176	DNA binding	molecular_function	GO:0003677
691790	3838	nucleus	cellular_component	GO:0005634
691790	4499	transcription	biological_process	GO:0006350
691790	5939	zinc ion binding	molecular_function	GO:0008270
691801	3722	copper ion binding	molecular_function	GO:0005507
691801	5811	amine oxidase activity	molecular_function	GO:0008131
691801	6905	amine metabolic process	biological_process	GO:0009308
691801	22442	quinone binding	molecular_function	GO:0048038
691817	2196	transcription factor activity	molecular_function	GO:0003700
691817	3838	nucleus	cellular_component	GO:0005634
691817	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
691817	19030	sequence-specific DNA binding	molecular_function	GO:0043565
691817	21401	protein dimerization activity	molecular_function	GO:0046983
691820	6182	riboflavin kinase activity	molecular_function	GO:0008531
691820	6836	riboflavin biosynthetic process	biological_process	GO:0009231
691842	2378	GTPase activity	molecular_function	GO:0003924
691842	3737	GTP binding	molecular_function	GO:0005525
691876	3736	ATP binding	molecular_function	GO:0005524
691876	10082	ATPase activity	molecular_function	GO:0016887
691876	162	nucleotide binding	molecular_function	GO:0000166
691876	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
691876	4927	transport	biological_process	GO:0006810
691876	9321	integral to membrane	cellular_component	GO:0016021
691876	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
691876	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
691876	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
691876	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
691876	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
691876	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
691876	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
691876	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
691876	18132	ATPase activity, coupled	molecular_function	GO:0042623
691876	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
691876	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
691906	2796	hexokinase activity	molecular_function	GO:0004396
691906	3736	ATP binding	molecular_function	GO:0005524
691906	4261	glycolysis	biological_process	GO:0006096
691914	4929	cation transport	biological_process	GO:0006812
691914	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
691914	9320	membrane	cellular_component	GO:0016020
691927	3032	prenyltransferase activity	molecular_function	GO:0004659
691927	9321	integral to membrane	cellular_component	GO:0016021
691929	5830	metabolic process	biological_process	GO:0008152
691929	9710	oxidoreductase activity	molecular_function	GO:0016491
691930	2888	monooxygenase activity	molecular_function	GO:0004497
691930	3721	iron ion binding	molecular_function	GO:0005506
691930	4283	electron transport	biological_process	GO:0006118
691930	12251	heme binding	molecular_function	GO:0020037
691933	4143	carbohydrate metabolic process	biological_process	GO:0005975
691933	2776	glycerol kinase activity	molecular_function	GO:0004370
691933	4240	glycerol-3-phosphate metabolic process	biological_process	GO:0006072
691945	2175	nucleic acid binding	molecular_function	GO:0003676
691945	2182	damaged DNA binding	molecular_function	GO:0003684
691945	2362	DNA-(apurinic or apyrimidinic site) lyase activity	molecular_function	GO:0003906
691945	4443	base-excision repair	biological_process	GO:0006284
691945	5939	zinc ion binding	molecular_function	GO:0008270
691945	9995	hydrolase activity, hydrolyzing N-glycosyl compounds	molecular_function	GO:0016799
691945	4448	nucleotide-excision repair	biological_process	GO:0006289
691963	2888	monooxygenase activity	molecular_function	GO:0004497
691963	3721	iron ion binding	molecular_function	GO:0005506
691963	4283	electron transport	biological_process	GO:0006118
691963	12251	heme binding	molecular_function	GO:0020037
691963	10970	benzoate 4-monooxygenase activity	molecular_function	GO:0018664
691964	9710	oxidoreductase activity	molecular_function	GO:0016491
691964	23919	FAD binding	molecular_function	GO:0050660
691964	2290	catalytic activity	molecular_function	GO:0003824
691974	3708	binding	molecular_function	GO:0005488
691981	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
691981	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
691981	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
691981	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
691981	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
691993	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
691993	4143	carbohydrate metabolic process	biological_process	GO:0005975
691993	2290	catalytic activity	molecular_function	GO:0003824
691993	13135	carbohydrate binding	molecular_function	GO:0030246
691993	2937	alpha-glucosidase activity	molecular_function	GO:0004558
691997	3546	transporter activity	molecular_function	GO:0005215
691997	4927	transport	biological_process	GO:0006810
691997	9321	integral to membrane	cellular_component	GO:0016021
691999	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
691999	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
691999	45	mannosyltransferase activity	molecular_function	GO:0000030
691999	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
691999	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
691999	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
691999	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
691999	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
691999	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
691999	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
691999	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
691999	6042	galactosyltransferase activity	molecular_function	GO:0008378
691999	6077	fucosyltransferase activity	molecular_function	GO:0008417
691999	6376	O antigen polymerase activity	molecular_function	GO:0008755
691999	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
691999	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
691999	9958	cellulose synthase activity	molecular_function	GO:0016759
691999	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
691999	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
691999	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
691999	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
691999	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
691999	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
691999	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
691999	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
691999	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
691999	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
691999	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
691999	20962	glucosyltransferase activity	molecular_function	GO:0046527
691999	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
691999	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
692005	5830	metabolic process	biological_process	GO:0008152
692005	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
692021	2175	nucleic acid binding	molecular_function	GO:0003676
692029	2216	RNA binding	molecular_function	GO:0003723
692031	4927	transport	biological_process	GO:0006810
692061	2175	nucleic acid binding	molecular_function	GO:0003676
692061	3827	intracellular	cellular_component	GO:0005622
692061	5939	zinc ion binding	molecular_function	GO:0008270
692061	2176	DNA binding	molecular_function	GO:0003677
692061	3838	nucleus	cellular_component	GO:0005634
692061	4499	transcription	biological_process	GO:0006350
692094	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
692094	16887	DNA polymerase activity	molecular_function	GO:0034061
692133	2976	peroxidase activity	molecular_function	GO:0004601
692133	4283	electron transport	biological_process	GO:0006118
692133	6043	thioredoxin peroxidase activity	molecular_function	GO:0008379
692133	9895	secretory plant peroxidase activity	molecular_function	GO:0016693
692133	12056	bromide peroxidase activity	molecular_function	GO:0019806
692134	5830	metabolic process	biological_process	GO:0008152
692134	9985	hydrolase activity	molecular_function	GO:0016787
692134	3782	extracellular region	cellular_component	GO:0005576
692134	23784	cutinase activity	molecular_function	GO:0050525
692135	9821	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
692135	23919	FAD binding	molecular_function	GO:0050660
692135	4234	alcohol metabolic process	biological_process	GO:0006066
692135	6431	choline dehydrogenase activity	molecular_function	GO:0008812
692163	3727	protein binding	molecular_function	GO:0005515
692163	4994	intracellular protein transport	biological_process	GO:0006886
692163	9480	vesicle-mediated transport	biological_process	GO:0016192
692163	3422	ARF guanyl-nucleotide exchange factor activity	molecular_function	GO:0005086
692163	3827	intracellular	cellular_component	GO:0005622
692163	14847	regulation of ARF protein signal transduction	biological_process	GO:0032012
692163	3419	small GTPase regulator activity	molecular_function	GO:0005083
692163	3546	transporter activity	molecular_function	GO:0005215
692163	4931	sodium ion transport	biological_process	GO:0006814
692163	9320	membrane	cellular_component	GO:0016020
692163	3194	tryptophan synthase activity	molecular_function	GO:0004834
692179	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
692179	6276	carbohydrate transport	biological_process	GO:0008643
692179	9320	membrane	cellular_component	GO:0016020
692179	3546	transporter activity	molecular_function	GO:0005215
692179	4927	transport	biological_process	GO:0006810
692179	9321	integral to membrane	cellular_component	GO:0016021
692207	2290	catalytic activity	molecular_function	GO:0003824
692207	5830	metabolic process	biological_process	GO:0008152
692207	2861	long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0004467
692207	8961	fatty-acid ligase activity	molecular_function	GO:0015645
692207	14792	short-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031955
692207	14793	medium-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031956
692207	14794	very-long-chain-fatty-acid-CoA ligase activity	molecular_function	GO:0031957
692214	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
692219	3032	prenyltransferase activity	molecular_function	GO:0004659
692219	9321	integral to membrane	cellular_component	GO:0016021
692219	6667	biosynthetic process	biological_process	GO:0009058
692219	21709	4-hydroxybenzoate nonaprenyltransferase activity	molecular_function	GO:0047293
692237	2176	DNA binding	molecular_function	GO:0003677
692240	22360	glycerol 2-dehydrogenase (NADP+) activity	molecular_function	GO:0047953
692248	3721	iron ion binding	molecular_function	GO:0005506
692248	9506	iron-sulfur cluster assembly	biological_process	GO:0016226
692248	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
692258	2499	arginyltransferase activity	molecular_function	GO:0004057
692258	9806	protein arginylation	biological_process	GO:0016598
692258	17700	regulation of protein catabolic process	biological_process	GO:0042176
692272	576	chromosome, pericentric region	cellular_component	GO:0000775
692272	3838	nucleus	cellular_component	GO:0005634
692272	19608	meiotic chromosome segregation	biological_process	GO:0045132
692279	171	3'-5'-exoribonuclease activity	molecular_function	GO:0000175
692279	2216	RNA binding	molecular_function	GO:0003723
692279	4541	RNA processing	biological_process	GO:0006396
692290	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
692290	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
692290	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
692290	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
692290	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
692297	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
692297	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
692297	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
692297	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
692297	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
692301	4591	protein folding	biological_process	GO:0006457
692301	9551	prefoldin complex	cellular_component	GO:0016272
692301	24336	unfolded protein binding	molecular_function	GO:0051082
692329	3827	intracellular	cellular_component	GO:0005622
692329	4541	RNA processing	biological_process	GO:0006396
692333	3838	nucleus	cellular_component	GO:0005634
692333	13391	transcription regulator activity	molecular_function	GO:0030528
692333	19908	regulation of transcription	biological_process	GO:0045449
692337	5830	metabolic process	biological_process	GO:0008152
692337	5846	methyltransferase activity	molecular_function	GO:0008168
692351	5846	methyltransferase activity	molecular_function	GO:0008168
692351	6667	biosynthetic process	biological_process	GO:0009058
692351	9942	hydroxymethyl-, formyl- and related transferase activity	molecular_function	GO:0016742
692351	3018	phosphoribosylglycinamide formyltransferase activity	molecular_function	GO:0004644
692351	4351	'de novo' IMP biosynthetic process	biological_process	GO:0006189
692374	2196	transcription factor activity	molecular_function	GO:0003700
692374	3838	nucleus	cellular_component	GO:0005634
692374	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
692374	19030	sequence-specific DNA binding	molecular_function	GO:0043565
692375	5830	metabolic process	biological_process	GO:0008152
692375	6579	phosphoglycolate phosphatase activity	molecular_function	GO:0008967
692375	125	glycerol-1-phosphatase activity	molecular_function	GO:0000121
692401	5830	metabolic process	biological_process	GO:0008152
692401	6075	acyltransferase activity	molecular_function	GO:0008415
692416	5830	metabolic process	biological_process	GO:0008152
692416	9710	oxidoreductase activity	molecular_function	GO:0016491
692416	6302	2,4-dienoyl-CoA reductase (NADPH) activity	molecular_function	GO:0008670
692450	2175	nucleic acid binding	molecular_function	GO:0003676
692450	5939	zinc ion binding	molecular_function	GO:0008270
692457	2946	chitinase activity	molecular_function	GO:0004568
692457	6462	endochitinase activity	molecular_function	GO:0008843
692466	3976	signal peptidase complex	cellular_component	GO:0005787
692466	3981	microsome	cellular_component	GO:0005792
692466	4599	signal peptide processing	biological_process	GO:0006465
692466	6614	signal peptidase activity	molecular_function	GO:0009003
692466	9321	integral to membrane	cellular_component	GO:0016021
692466	5906	cysteine-type peptidase activity	molecular_function	GO:0008234
692469	2175	nucleic acid binding	molecular_function	GO:0003676
692469	5939	zinc ion binding	molecular_function	GO:0008270
692490	2296	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	molecular_function	GO:0003830
692490	4619	protein amino acid N-linked glycosylation	biological_process	GO:0006487
692490	9320	membrane	cellular_component	GO:0016020
692492	4513	rRNA processing	biological_process	GO:0006364
692492	14875	small subunit processome	cellular_component	GO:0032040
692492	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
692492	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
692492	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
692492	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
692492	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
692502	2890	flavin-containing monooxygenase activity	molecular_function	GO:0004499
692508	2980	phosphatidate cytidylyltransferase activity	molecular_function	GO:0004605
692508	6286	phospholipid biosynthetic process	biological_process	GO:0008654
692508	9320	membrane	cellular_component	GO:0016020
692508	2606	dolichol kinase activity	molecular_function	GO:0004168
692522	5830	metabolic process	biological_process	GO:0008152
692522	9710	oxidoreductase activity	molecular_function	GO:0016491
692522	14950	sorbose reductase activity	molecular_function	GO:0032115
692525	2779	glycogen (starch) synthase activity	molecular_function	GO:0004373
692525	4146	glycogen biosynthetic process	biological_process	GO:0005978
692528	2175	nucleic acid binding	molecular_function	GO:0003676
692528	3827	intracellular	cellular_component	GO:0005622
692528	5939	zinc ion binding	molecular_function	GO:0008270
692528	2909	nuclease activity	molecular_function	GO:0004518
692528	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
692528	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
692533	2175	nucleic acid binding	molecular_function	GO:0003676
692533	3736	ATP binding	molecular_function	GO:0005524
692533	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
692533	2792	helicase activity	molecular_function	GO:0004386
692538	4925	regulation of nitrogen utilization	biological_process	GO:0006808
692538	9773	transcription repressor activity	molecular_function	GO:0016564
692560	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
692560	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
692560	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
692560	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
692560	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
692566	3708	binding	molecular_function	GO:0005488
692598	9321	integral to membrane	cellular_component	GO:0016021
692598	9480	vesicle-mediated transport	biological_process	GO:0016192
692598	4927	transport	biological_process	GO:0006810
692601	2196	transcription factor activity	molecular_function	GO:0003700
692601	3838	nucleus	cellular_component	GO:0005634
692601	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
692601	5939	zinc ion binding	molecular_function	GO:0008270
692601	2176	DNA binding	molecular_function	GO:0003677
692601	4499	transcription	biological_process	GO:0006350
692601	6485	galactonate dehydratase activity	molecular_function	GO:0008869
692606	2613	endopeptidase activity	molecular_function	GO:0004175
692606	4024	proteasome core complex	cellular_component	GO:0005839
692606	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
692606	2706	threonine endopeptidase activity	molecular_function	GO:0004298
692606	2707	proteasome endopeptidase activity	molecular_function	GO:0004299
692645	2888	monooxygenase activity	molecular_function	GO:0004497
692645	3721	iron ion binding	molecular_function	GO:0005506
